M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
7186,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7186,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7186,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7186,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7186,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7186,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6637,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6637,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6637,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6637,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6637,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6637,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6756,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6756,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6756,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6756,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6756,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6756,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6877,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6877,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6877,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6877,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6877,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6877,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7327,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7327,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7327,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7327,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7327,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7327,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7517,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7517,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7517,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7517,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7517,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7517,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7624,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7624,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7624,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7624,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7624,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7624,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7708,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7708,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7708,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7708,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7708,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7708,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7525,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7525,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7525,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7525,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7525,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7525,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7421,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7421,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7421,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7421,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7421,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7421,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7757,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7757,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7757,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7757,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7757,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7757,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7720,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7720,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7720,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7720,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7720,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7720,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7804,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7804,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7804,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7804,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7804,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7804,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7507,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7507,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7507,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7507,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7507,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7507,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7344,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7344,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7344,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7344,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7344,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7344,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7272,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7272,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7272,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7272,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7272,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7272,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7462,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7462,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7462,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7462,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7462,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7462,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6926,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6926,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6926,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6926,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6926,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6926,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7113,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7113,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7113,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7113,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7113,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7113,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7882,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7882,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7882,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7882,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7882,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7882,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8158,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8158,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8158,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8158,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8158,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8158,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6722,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6722,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6722,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6722,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6722,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6722,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8025,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8025,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8025,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8025,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8025,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8025,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7672,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7672,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7672,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7672,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7672,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7672,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7774,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7774,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7774,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7774,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7774,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7774,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8183,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8183,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8183,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8183,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8183,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8183,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6809,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6809,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6809,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6809,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6809,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6809,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7869,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7869,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7869,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7869,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7869,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7869,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7369,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7369,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7369,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7369,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7369,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7369,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6940,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6940,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6940,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6940,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6940,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6940,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
16318,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
16318,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
16318,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
16318,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
16318,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
16318,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7526,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7526,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7526,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7526,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7526,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7526,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6921,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6921,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6921,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6921,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6921,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6921,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7470,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7470,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7470,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7470,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7470,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7470,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6754,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6754,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6754,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6754,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6754,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6754,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6936,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6936,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6936,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6936,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6936,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6936,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8089,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8089,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8089,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8089,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8089,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8089,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6923,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6923,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6923,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6923,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6923,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6923,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7108,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7108,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7108,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7108,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7108,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7108,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7960,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7960,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7960,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7960,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7960,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7960,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6576,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6576,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6576,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6576,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6576,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6576,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6683,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6683,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6683,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6683,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6683,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6683,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6930,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6930,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6930,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6930,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6930,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6930,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6651,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6651,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6651,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6651,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6651,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6651,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
8151,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
8151,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
8151,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
8151,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
8151,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
8151,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7484,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7484,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7484,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7484,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7484,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7484,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7287,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7287,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7287,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7287,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7287,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7287,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6676,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6676,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6676,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6676,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6676,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6676,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7147,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7147,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7147,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7147,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7147,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7147,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7292,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7292,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7292,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7292,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7292,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7292,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7725,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7725,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7725,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7725,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7725,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7725,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6762,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6762,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6762,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6762,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6762,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6762,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7115,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7115,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7115,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7115,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7115,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7115,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7988,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7988,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7988,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7988,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7988,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7988,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7335,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7335,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7335,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7335,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7335,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7335,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7618,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7618,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7618,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7618,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7618,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7618,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7635,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7635,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7635,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7635,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7635,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7635,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7258,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7258,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7258,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7258,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7258,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7258,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7613,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7613,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7613,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7613,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7613,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7613,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7331,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7331,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7331,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7331,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7331,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7331,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6639,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6639,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6639,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6639,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6639,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6639,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7620,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7620,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7620,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7620,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7620,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7620,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7425,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7425,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7425,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7425,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7425,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7425,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6564,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6564,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6564,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6564,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6564,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6564,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7323,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7323,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7323,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7323,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7323,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7323,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6860,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6860,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6860,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6860,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6860,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6860,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7657,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7657,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7657,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7657,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7657,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7657,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
6585,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
6585,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
6585,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
6585,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
6585,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
6585,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7759,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7759,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7759,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7759,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7759,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7759,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
7705,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
7705,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
7705,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
7705,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
7705,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
7705,128,6144,False,torch.bfloat16,torch.bfloat16,False,False
14187,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False
14187,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False
14187,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False
14187,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False
14187,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False
